"FIELD_DBNAME";"RULE_ID";"RULE_IN";"RULE_OUT"
"Код_1";"129159";"1";"0"
"Код_1";"129162";"1";"0"
"Код_2";"129162";"1";"0"
"Дата";"129165";"1";"1"
"Пол";"129168";"1";"0"
"Код_1";"129171";"1";"0"
"Код_1";"129174";"1";"0"
"Код_2";"129174";"1";"0"
