"RULE_ID";"RULE_NAME";"RULE_TYPE";"RULE_CERTAIN";"RULE_ENABLED";"RULE_TYPE_NAME"
"286120";"Ауд8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286123";"Ауд9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286126";"Ауд10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286129";"Бл.Рег1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286132";"Бл.Рег2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286135";"Бл.Рег3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286138";"Бл.Рег4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286141";"Бл.Рег5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286144";"Бл.Рег6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286147";"Бл.Рег7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286150";"Бл.Рег8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286153";"Бл.Рег9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286156";"Бл.Рег10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286159";"Бл.N1_1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286162";"Бл.N1_2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286165";"Бл.N1_3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286168";"Бл.N1_4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286171";"Бл.N1_5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286174";"Бл.N1_6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286177";"Бл.N1_7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286180";"Бл.N1_8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286183";"Бл.N1_9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286186";"Бл.N1_10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286189";"Бл.N2_1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286192";"Бл.N2_2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286195";"Бл.N2_3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286198";"Бл.N2_4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286201";"Бл.N2_5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286204";"Бл.N2_6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286207";"Бл.N2_7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286210";"Бл.N2_8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286213";"Бл.N2_9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286216";"Бл.N2_10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286219";"Бл.Доп.N2_1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286222";"Бл.Доп.N2_2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286225";"Бл.Доп.N2_3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286228";"Бл.Доп.N2_4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286231";"Бл.Доп.N2_5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286234";"Бл.Доп.N2_6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286237";"Бл.Доп.N2_7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286240";"Бл.Доп.N2_8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286243";"Бл.Доп.N2_9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286246";"Бл.Доп.N2_10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286249";"КИМ_10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286252";"Черновиков_10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286255";"Уч. в ауд._10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286258";"Уч. не явилось_10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286261";"Уч. удалено_10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286264";"Уч. уваж.прич._10";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286267";"Регистрационный код";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286270";"ID код";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286273";"Страница";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286276";"Всего страниц";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286279";"КИМ_1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286282";"КИМ_2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286285";"КИМ_3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286288";"КИМ_4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286291";"КИМ_5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286294";"КИМ_6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286297";"КИМ_7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286300";"КИМ_8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286303";"КИМ_9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286306";"Черновиков_1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286309";"Черновиков_2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286312";"Черновиков_3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286315";"Черновиков_4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286318";"Черновиков_5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286321";"Черновиков_6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286324";"Черновиков_7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286327";"Черновиков_8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286330";"Черновиков_9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286333";"Уч. в ауд._1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286336";"Уч. в ауд._2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286339";"Уч. в ауд._3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286342";"Уч. в ауд._4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286345";"Уч. в ауд._5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286348";"Уч. в ауд._6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286351";"Уч. в ауд._7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286354";"Уч. в ауд._8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286357";"Уч. в ауд._9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286360";"Уч. не явилось_1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286363";"Уч. не явилось_2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286366";"Уч. не явилось_3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286369";"Уч. не явилось_4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286372";"Уч. не явилось_5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286375";"Уч. не явилось_6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286378";"Уч. не явилось_7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286381";"Уч. не явилось_8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286384";"Уч. не явилось_9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286387";"Уч. удалено_1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286390";"Уч. удалено_2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286393";"Уч. удалено_3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286396";"Уч. удалено_4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286399";"Уч. удалено_5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286402";"Уч. удалено_6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286405";"Уч. удалено_7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286408";"Уч. удалено_8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286411";"Уч. удалено_9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286414";"Уч. уваж.прич._1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286417";"Уч. уваж.прич._2";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286420";"Уч. уваж.прич._3";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286423";"Уч. уваж.прич._4";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286426";"Уч. уваж.прич._5";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286429";"Уч. уваж.прич._6";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286432";"Уч. уваж.прич._7";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286435";"Уч. уваж.прич._8";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286438";"Уч. уваж.прич._9";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286441";"IDCode";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
"286444";"Равенство бланков1";"CExpressionRule";"0";"1";"Проверка с условием"
"286447";"Равенство бланков2";"CExpressionRule";"0";"1";"Проверка с условием"
"286450";"Равенство бланков3";"CExpressionRule";"0";"1";"Проверка с условием"
"286453";"Равенство бланков4";"CExpressionRule";"0";"1";"Проверка с условием"
"286456";"Равенство бланков5";"CExpressionRule";"0";"1";"Проверка с условием"
"286459";"Равенство бланков6";"CExpressionRule";"0";"1";"Проверка с условием"
"286462";"Равенство бланков7";"CExpressionRule";"0";"1";"Проверка с условием"
"286465";"Равенство бланков8";"CExpressionRule";"0";"1";"Проверка с условием"
"286468";"Равенство бланков9";"CExpressionRule";"0";"1";"Проверка с условием"
"286471";"Равенство бланков10";"CExpressionRule";"0";"1";"Проверка с условием"
"286474";"Не завершено1";"CExpressionRule";"0";"1";"Проверка с условием"
"286477";"Не завершено2";"CExpressionRule";"0";"1";"Проверка с условием"
"286480";"Не завершено3";"CExpressionRule";"0";"1";"Проверка с условием"
"286483";"Не завершено4";"CExpressionRule";"0";"1";"Проверка с условием"
"286486";"Не завершено5";"CExpressionRule";"0";"1";"Проверка с условием"
"286489";"Не завершено6";"CExpressionRule";"0";"1";"Проверка с условием"
"286492";"Не завершено7";"CExpressionRule";"0";"1";"Проверка с условием"
"286495";"Не завершено8";"CExpressionRule";"0";"1";"Проверка с условием"
"286498";"Не завершено9";"CExpressionRule";"0";"1";"Проверка с условием"
"286501";"Не завершено10";"CExpressionRule";"0";"1";"Проверка с условием"
"286504";"Ауд1_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286507";"Ауд2_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286510";"Ауд3_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286513";"Ауд4_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286516";"Ауд5_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286519";"Ауд6_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286522";"Ауд7_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286525";"Ауд8_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286528";"Ауд9_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286531";"Ауд10_пусто";"CExpressionRule";"0";"1";"Проверка с условием"
"286534";"Заменено инд.компл.1(drop)";"CSymbolsSubstitutionRule";"0";"1";"Замена символов из списка"
"286537";"Заменено инд.компл.1 - 0";"CExpressionRule";"0";"1";"Проверка с условием"
"286540";"Заменено инд.компл.1";"CRegularExpressionRule";"0";"1";"Регулярное выражение"
