"FIELD_DBNAME";"FIELD_NAME";"FIELD_TYPE";"LEFT";"TOP";"RIGHT";"BOTTOM";"NUMBER";"USE_DEFAULTS";"LANGUAGE";"TEXT_TYPE";"MARKING_TYPE";"MARKING_BOX_NUMBER";"EXPORTED";"ONE_LINE_FIELD";"USER_PATTERN";"CASE_MODE";"IDENTIFY_VALUE";"ERROR_LEVEL";"STANDARD_PATTERN";"CLEAN_IMAGE";"ALLOW_SPACES";"LOCALY_ADJUST";"VERIFICATION_LEVEL";"VERIFICATION_FRAGMENT";"GROUP_VERIFICATION_MODE";"BARCODETYPE";"INPUT_MASK";"PREDEFINED_FIELD_TYPE";"BOX_ID";"PARENT_RADIOGROUP_BOX_ID";"CUSTOM_DATA"
"q_1";"q_1";"FT_CHECKMARK";"2307";"1089";"2375";"1157";"9";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"625";"-1";"0"
"q_2";"q_2";"FT_CHECKMARK";"2304";"1183";"2372";"1249";"10";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"722";"-1";"0"
"q_3";"q_3";"FT_CHECKMARK";"2308";"1284";"2376";"1350";"11";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"723";"-1";"0"
"q_4";"q_4";"FT_CHECKMARK";"2306";"1373";"2374";"1439";"12";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"724";"-1";"0"
"q_5";"q_5";"FT_CHECKMARK";"2310";"1466";"2378";"1532";"13";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"725";"-1";"0"
"q_6";"q_6";"FT_CHECKMARK";"2308";"1571";"2374";"1642";"14";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"726";"-1";"0"
"q_7";"q_7";"FT_CHECKMARK";"2310";"1669";"2374";"1735";"15";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"727";"-1";"0"
"q_8";"q_8";"FT_CHECKMARK";"2310";"1770";"2374";"1840";"16";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"728";"-1";"0"
"q_9";"q_9";"FT_CHECKMARK";"2306";"1863";"2374";"1931";"17";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"729";"-1";"0"
"q_10";"q_10";"FT_CHECKMARK";"2306";"1956";"2374";"2022";"18";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"730";"-1";"0"
"q_02";"q_02";"FT_CHECKMARK";"2310";"2119";"2376";"2185";"19";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"744";"-1";"0"
"q_03";"q_03";"FT_CHECKMARK";"2310";"2628";"2376";"2694";"20";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"961";"-1";"0"
"q_04";"q_04";"FT_CHECKMARK";"2310";"2969";"2376";"3035";"21";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_ERRORS_ONLY";"";"-1";"";"";"";"962";"-1";"0"
"Регистрационный код";"Регистрационный код";"FT_TEXT";"918";"3322";"1562";"3441";"22";"0";"Русский\Число\Положительное целое (только цифры)";"TT_STR_NORMAL";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"0";"1";"0";"VL_ERRORS_ONLY";"VF_WORD";"1";"";"";"";"675";"-1";"0"
"IDCode";"IDCode";"FT_TEXT";"204";"66";"785";"168";"23";"0";"Русский\Число\Положительное целое (только цифры)";"TT_STR_NORMAL";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"676";"-1";"0"
"Номер_изображения";"Номер_изображения";"FT_PREDEFINED";"1778";"100";"1872";"132";"24";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_PAGE_NUMBER";"662";"-1";"0"
"Barcode";"Barcode";"FT_BARCODE";"240";"3239";"796";"3447";"25";"-1";"";"";"";"-1";"0";"-1";"";"";"2160000010039";"";"-1";"-1";"-1";"-1";"";"";"-1";"B_EAN13";"";"";"661";"-1";"0"
"";"";"FT_TEXTANCHOR";"1186";"405";"1268";"436";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"566";"463";"1918";"502";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"96";"946";"852";"978";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"94";"2080";"1514";"2112";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"96";"2923";"1202";"2957";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"98";"1108";"2108";"1142";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"96";"728";"370";"762";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"96";"834";"512";"866";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"96";"1391";"982";"1425";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"92";"2583";"1416";"2617";"-1";"1";"Russian";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"1";"0";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"3074";"1034";"3080";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"3168";"1034";"3174";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2226";"582";"2318";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1030";"2740";"1036";"2832";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1030";"2226";"1036";"2318";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2394";"582";"2486";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1030";"2394";"1036";"2486";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2740";"582";"2832";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2828";"1034";"2834";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"3080";"582";"3172";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1030";"3080";"1036";"3172";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2220";"1034";"2226";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2734";"1034";"2740";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"94";"1018";"2390";"1030";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2316";"1034";"2320";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2388";"1034";"2394";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"576";"2482";"1034";"2488";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"94";"94";"144";"142";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"2338";"94";"2388";"142";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"94";"3380";"144";"3428";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"1920";"3380";"1970";"3428";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"2338";"3380";"2388";"3428";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
