"FIELD_DBNAME";"RULE_ID";"RULE_IN";"RULE_OUT"
"Регион";"144445";"1";"0"
"Код_ОУ";"144448";"1";"0"
"Код_ППЭ";"144451";"1";"0"
"Дата";"144454";"1";"1"
"Регистрационный код";"144457";"1";"0"
"IDCode";"144463";"1";"0"
