"FIELD_DBNAME";"FIELD_NAME";"FIELD_TYPE";"LEFT";"TOP";"RIGHT";"BOTTOM";"NUMBER";"USE_DEFAULTS";"LANGUAGE";"TEXT_TYPE";"MARKING_TYPE";"MARKING_BOX_NUMBER";"EXPORTED";"ONE_LINE_FIELD";"USER_PATTERN";"CASE_MODE";"IDENTIFY_VALUE";"ERROR_LEVEL";"STANDARD_PATTERN";"CLEAN_IMAGE";"ALLOW_SPACES";"LOCALY_ADJUST";"VERIFICATION_LEVEL";"VERIFICATION_FRAGMENT";"GROUP_VERIFICATION_MODE";"BARCODETYPE";"INPUT_MASK";"PREDEFINED_FIELD_TYPE";"BOX_ID";"PARENT_RADIOGROUP_BOX_ID";"CUSTOM_DATA"
"Инфо";"Инфо";"FT_PREDEFINED";"198";"234";"274";"264";"77";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7835";"-1";"0"
"";"";"FT_TEXTANCHOR";"483";"787";"2008";"829";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"753";"267";"923";"298";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"395";"723";"2146";"755";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"962";"266";"1192";"298";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"1976";"266";"2102";"296";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"566";"268";"714";"300";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"400";"3232";"2088";"3272";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"612";"3311";"1091";"3393";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"802";"152";"1882";"220";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"868";"442";"2172";"516";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"392";"2882";"2098";"2894";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"78";"3194";"2408";"3212";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"398";"3282";"2086";"3292";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1390";"3306";"2030";"3310";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1390";"3404";"2030";"3408";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"2028";"3306";"2032";"3406";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1390";"3306";"1394";"3406";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"190";"2814";"2300";"2828";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1236";"248";"1240";"410";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1906";"250";"1910";"410";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"170";"1338";"1224";"1344";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"2328";"2834";"2390";"2896";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"634";"142";"2050";"150";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"90";"2834";"152";"2896";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"516";"230";"2166";"238";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"2106";"608";"2168";"670";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"2106";"84";"2168";"146";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_PICTUREANCHOR";"516";"84";"578";"146";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1236";"248";"1906";"252";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1334";"1338";"2388";"1344";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"170";"2324";"1224";"2330";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1336";"1830";"2390";"1836";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"170";"1830";"1222";"1836";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"484";"828";"2008";"840";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"1336";"2324";"2390";"2332";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"78";"765";"2168";"780";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"78";"700";"2168";"715";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_LINEANCHOR";"516";"422";"2166";"430";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"394";"2842";"2099";"2882";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
