Номер_изображения;Код_1;Код_2;Регион;Код_предмета;Название_предмета;Отв_лицо;Следующий_бланк;Номер_Листа;РезервVI;Область_печати;Инфо
7;2941100265471;2941100265471;38;01;Русский язык;;;3;;;2941100265471000000000000032FFA7B4FF3C6698416F69EC083BD9B27F9124061246067C72F405047
