"FIELD_DBNAME";"FIELD_NAME";"FIELD_TYPE";"LEFT";"TOP";"RIGHT";"BOTTOM";"NUMBER";"USE_DEFAULTS";"LANGUAGE";"TEXT_TYPE";"MARKING_TYPE";"MARKING_BOX_NUMBER";"EXPORTED";"ONE_LINE_FIELD";"USER_PATTERN";"CASE_MODE";"IDENTIFY_VALUE";"ERROR_LEVEL";"STANDARD_PATTERN";"CLEAN_IMAGE";"ALLOW_SPACES";"LOCALY_ADJUST";"VERIFICATION_LEVEL";"VERIFICATION_FRAGMENT";"GROUP_VERIFICATION_MODE";"BARCODETYPE";"INPUT_MASK";"PREDEFINED_FIELD_TYPE";"BOX_ID";"PARENT_RADIOGROUP_BOX_ID";"CUSTOM_DATA"
"Подпись";"Подпись";"FT_CHECKMARK";"1302";"261";"1868";"341";"36";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_NONE";"";"-1";"";"";"";"4405";"-1";"0"
"Резерв_1";"Резерв_1";"FT_PREDEFINED";"0";"0";"0";"0";"37";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6807";"-1";"0"
"Резерв_2";"Резерв_2";"FT_PREDEFINED";"0";"0";"0";"0";"38";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6808";"-1";"0"
"Резерв_3";"Резерв_3";"FT_PREDEFINED";"0";"0";"0";"0";"39";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6809";"-1";"0"
"Замена_задание_В05";"Замена_задание_В05";"FT_TEXT";"1299";"3010";"1418";"3099";"40";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6804";"-1";"0"
"Замена_ответ_В05";"Замена_ответ_В05";"FT_TEXT";"1439";"3007";"2400";"3096";"41";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6805";"-1";"0"
"Замена_задание_В06";"Замена_задание_В06";"FT_TEXT";"1299";"3097";"1419";"3187";"42";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6802";"-1";"0"
"Замена_ответ_В06";"Замена_ответ_В06";"FT_TEXT";"1438";"3096";"2398";"3186";"43";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6803";"-1";"0"
"Штрих_код";"Штрих_код";"FT_PREDEFINED";"0";"0";"0";"0";"44";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6812";"-1";"0"
"В21";"В21";"FT_TEXT";"1321";"863";"2401";"960";"45";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7487";"-1";"0"
"В22";"В22";"FT_TEXT";"1320";"958";"2400";"1047";"46";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7488";"-1";"0"
"В23";"В23";"FT_TEXT";"1320";"1047";"2400";"1138";"47";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7489";"-1";"0"
"В24";"В24";"FT_TEXT";"1320";"1138";"2400";"1231";"48";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7490";"-1";"0"
"В25";"В25";"FT_TEXT";"1320";"1231";"2400";"1326";"49";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7491";"-1";"0"
"В26";"В26";"FT_TEXT";"1320";"1348";"2400";"1442";"50";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7492";"-1";"0"
"В27";"В27";"FT_TEXT";"1320";"1442";"2400";"1535";"51";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7493";"-1";"0"
"В28";"В28";"FT_TEXT";"1320";"1535";"2400";"1627";"52";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7494";"-1";"0"
"В29";"В29";"FT_TEXT";"1320";"1627";"2400";"1719";"53";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7495";"-1";"0"
"В30";"В30";"FT_TEXT";"1320";"1719";"2400";"1813";"54";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7496";"-1";"0"
"В31";"В31";"FT_TEXT";"1322";"1848";"2402";"1943";"55";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7497";"-1";"0"
"В32";"В32";"FT_TEXT";"1322";"1943";"2402";"2035";"56";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7498";"-1";"0"
"В33";"В33";"FT_TEXT";"1322";"2035";"2402";"2127";"57";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7499";"-1";"0"
"В34";"В34";"FT_TEXT";"1322";"2127";"2402";"2219";"58";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7500";"-1";"0"
"В35";"В35";"FT_TEXT";"1322";"2219";"2402";"2313";"59";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7501";"-1";"0"
"В36";"В36";"FT_TEXT";"1322";"2337";"2402";"2432";"60";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7502";"-1";"0"
"В37";"В37";"FT_TEXT";"1322";"2432";"2402";"2524";"61";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7503";"-1";"0"
"В38";"В38";"FT_TEXT";"1322";"2524";"2402";"2615";"62";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7504";"-1";"0"
"В39";"В39";"FT_TEXT";"1322";"2615";"2402";"2707";"63";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7505";"-1";"0"
"В40";"В40";"FT_TEXT";"1322";"2707";"2402";"2802";"64";"0";"0-9,-|0-9";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7506";"-1";"0"
"Замена_задание_В07";"Замена_задание_В07";"FT_PREDEFINED";"1846";"3437";"1872";"3479";"65";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7507";"-1";"0"
"Замена_ответ_В07";"Замена_ответ_В07";"FT_PREDEFINED";"1883";"3434";"1918";"3476";"66";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7508";"-1";"0"
"Замена_задание_В08";"Замена_задание_В08";"FT_PREDEFINED";"1932";"3434";"1964";"3482";"67";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7509";"-1";"0"
"Замена_ответ_В08";"Замена_ответ_В08";"FT_PREDEFINED";"1979";"3430";"2014";"3478";"68";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7510";"-1";"0"
"Замена_задание_В09";"Замена_задание_В09";"FT_PREDEFINED";"2024";"3433";"2052";"3474";"69";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7511";"-1";"0"
"Замена_ответ_В09";"Замена_ответ_В09";"FT_PREDEFINED";"2067";"3431";"2094";"3478";"70";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7512";"-1";"0"
"Замена_задание_В10";"Замена_задание_В10";"FT_PREDEFINED";"2112";"3429";"2140";"3472";"71";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7513";"-1";"0"
"Замена_ответ_В10";"Замена_ответ_В10";"FT_PREDEFINED";"2155";"3427";"2188";"3476";"72";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7514";"-1";"0"
"";"";"FT_UNRECOGNIZED";"1312";"855";"2418";"2809";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"Количество_замен";"Количество_замен";"FT_TEXT";"1164";"3306";"1224";"3394";"74";"0";"0-6X";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7520";"-1";"0"
"Подпись_отв";"Подпись_отв";"FT_CHECKMARK";"1454";"3316";"1958";"3372";"75";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_NONE";"";"-1";"";"";"";"7521";"-1";"0"
"QR_код";"QR_код";"FT_IMAGE";"72";"78";"468";"472";"76";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"7613";"-1";"0"
"Инфо";"Инфо";"FT_PREDEFINED";"160";"216";"232";"246";"77";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7614";"-1";"0"
"";"";"FT_TEXTANCHOR";"870";"439";"2169";"516";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"800";"150";"1880";"220";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"960";"268";"1192";"300";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"566";"266";"716";"300";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"754";"267";"924";"299";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"396";"720";"2140";"756";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"484";"788";"2012";"830";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"392";"2840";"2100";"2878";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
