Регион;Код_ОУ;Код_ППЭ;Код_предмета;Название_предмета;Дата;Получено_15;Получено_5;НеИспольз_15;НеИспольз_5;НеИспольз_инд;Заменено;aud_01;q_01_0;q_01_1;q_01_2;q_01_3;q_01_4;q_01_5;q_01_6;q_01_7;q_01_8;q_01_9;aud_02;q_02_0;q_02_1;q_02_2;q_02_3;q_02_4;q_02_5;q_02_6;q_02_7;q_02_8;q_02_9;aud_03;q_03_0;q_03_1;q_03_2;q_03_3;q_03_4;q_03_5;q_03_6;q_03_7;q_03_8;q_03_9;aud_04;q_04_0;q_04_1;q_04_2;q_04_3;q_04_4;q_04_5;q_04_6;q_04_7;q_04_8;q_04_9;aud_05;q_05_0;q_05_1;q_05_2;q_05_3;q_05_4;q_05_5;q_05_6;q_05_7;q_05_8;q_05_9;aud_06;q_06_0;q_06_1;q_06_2;q_06_3;q_06_4;q_06_5;q_06_6;q_06_7;q_06_8;q_06_9;aud_07;q_07_0;q_07_1;q_07_2;q_07_3;q_07_4;q_07_5;q_07_6;q_07_7;q_07_8;q_07_9;aud_08;q_08_0;q_08_1;q_08_2;q_08_3;q_08_4;q_08_5;q_08_6;q_08_7;q_08_8;q_08_9;aud_09;q_09_0;q_09_1;q_09_2;q_09_3;q_09_4;q_09_5;q_09_6;q_09_7;q_09_8;q_09_9;aud_10;q_10_0;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_9;Регистрационный код;Field115;Field116;Номер_изображения;IDCode;Заменено_ИК
38;777;8770;22;Математика базовая;10-04-2019;000;005;000;004;000;000;0225;004;004;000;000;000;004;005;001;000;000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31661582;1;1;1;653477;000
