"FIELD_DBNAME";"FIELD_NAME";"FIELD_TYPE";"LEFT";"TOP";"RIGHT";"BOTTOM";"NUMBER";"USE_DEFAULTS";"LANGUAGE";"TEXT_TYPE";"MARKING_TYPE";"MARKING_BOX_NUMBER";"EXPORTED";"ONE_LINE_FIELD";"USER_PATTERN";"CASE_MODE";"IDENTIFY_VALUE";"ERROR_LEVEL";"STANDARD_PATTERN";"CLEAN_IMAGE";"ALLOW_SPACES";"LOCALY_ADJUST";"VERIFICATION_LEVEL";"VERIFICATION_FRAGMENT";"GROUP_VERIFICATION_MODE";"BARCODETYPE";"INPUT_MASK";"PREDEFINED_FIELD_TYPE";"BOX_ID";"PARENT_RADIOGROUP_BOX_ID";"CUSTOM_DATA"
"В02";"В02";"FT_TEXT";"158";"954";"1234";"1048";"9";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4386";"-1";"0"
"В03";"В03";"FT_TEXT";"159";"1049";"1234";"1137";"10";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4387";"-1";"0"
"В04";"В04";"FT_TEXT";"159";"1137";"1235";"1229";"11";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4388";"-1";"0"
"В05";"В05";"FT_TEXT";"159";"1229";"1235";"1325";"12";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4389";"-1";"0"
"В06";"В06";"FT_TEXT";"159";"1350";"1239";"1444";"13";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4390";"-1";"0"
"В07";"В07";"FT_TEXT";"159";"1443";"1239";"1537";"14";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4391";"-1";"0"
"В08";"В08";"FT_TEXT";"159";"1538";"1239";"1626";"15";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4392";"-1";"0"
"В09";"В09";"FT_TEXT";"159";"1626";"1239";"1718";"16";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4393";"-1";"0"
"В10";"В10";"FT_TEXT";"159";"1718";"1239";"1813";"17";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4394";"-1";"0"
"В11";"В11";"FT_TEXT";"156";"1846";"1237";"1941";"18";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4395";"-1";"0"
"В12";"В12";"FT_TEXT";"156";"1941";"1237";"2033";"19";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4396";"-1";"0"
"В13";"В13";"FT_TEXT";"155";"2034";"1236";"2125";"20";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6791";"-1";"0"
"В14";"В14";"FT_TEXT";"155";"2125";"1236";"2217";"21";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6790";"-1";"0"
"В15";"В15";"FT_TEXT";"155";"2217";"1236";"2314";"22";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6789";"-1";"0"
"В16";"В16";"FT_TEXT";"158";"2338";"1239";"2433";"23";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6788";"-1";"0"
"В17";"В17";"FT_TEXT";"158";"2433";"1239";"2525";"24";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6787";"-1";"0"
"В18";"В18";"FT_TEXT";"158";"2525";"1239";"2617";"25";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6786";"-1";"0"
"В19";"В19";"FT_TEXT";"158";"2617";"1239";"2708";"26";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6785";"-1";"0"
"В20";"В20";"FT_TEXT";"158";"2708";"1239";"2803";"27";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6784";"-1";"0"
"Замена_задание_В01";"Замена_задание_В01";"FT_TEXT";"132";"2920";"250";"3011";"28";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4397";"-1";"0"
"Замена_ответ_В01";"Замена_ответ_В01";"FT_TEXT";"271";"2917";"1236";"3007";"29";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4398";"-1";"0"
"Замена_задание_В02";"Замена_задание_В02";"FT_TEXT";"133";"3009";"251";"3098";"30";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4399";"-1";"0"
"Замена_ответ_В02";"Замена_ответ_В02";"FT_TEXT";"271";"3008";"1235";"3098";"31";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"4400";"-1";"0"
"Замена_задание_В03";"Замена_задание_В03";"FT_TEXT";"133";"3098";"250";"3187";"32";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6762";"-1";"0"
"Замена_ответ_В03";"Замена_ответ_В03";"FT_TEXT";"270";"3099";"1230";"3187";"33";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6764";"-1";"0"
"Замена_задание_В04";"Замена_задание_В04";"FT_TEXT";"1298";"2918";"1417";"3007";"34";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6763";"-1";"0"
"Замена_ответ_В04";"Замена_ответ_В04";"FT_TEXT";"1439";"2920";"2399";"3009";"35";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6765";"-1";"0"
"Подпись";"Подпись";"FT_CHECKMARK";"1284";"261";"1864";"332";"36";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_NONE";"";"-1";"";"";"";"4405";"-1";"0"
"Резерв_1";"Резерв_1";"FT_PREDEFINED";"0";"0";"0";"0";"37";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6807";"-1";"0"
"Резерв_2";"Резерв_2";"FT_PREDEFINED";"0";"0";"0";"0";"38";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6808";"-1";"0"
"Резерв_3";"Резерв_3";"FT_PREDEFINED";"0";"0";"0";"0";"39";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6809";"-1";"0"
"Замена_задание_В05";"Замена_задание_В05";"FT_TEXT";"1299";"3006";"1418";"3095";"40";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6804";"-1";"0"
"Замена_ответ_В05";"Замена_ответ_В05";"FT_TEXT";"1438";"3008";"2400";"3094";"41";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6805";"-1";"0"
"Замена_задание_В06";"Замена_задание_В06";"FT_TEXT";"1300";"3095";"1418";"3187";"42";"0";"Замена В";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6802";"-1";"0"
"Замена_ответ_В06";"Замена_ответ_В06";"FT_TEXT";"1438";"3096";"2401";"3186";"43";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"6803";"-1";"0"
"Штрих_код";"Штрих_код";"FT_PREDEFINED";"0";"0";"0";"0";"44";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"6812";"-1";"0"
"В21";"В21";"FT_TEXT";"1325";"861";"2405";"954";"45";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7487";"-1";"0"
"В22";"В22";"FT_TEXT";"1325";"954";"2405";"1045";"46";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7488";"-1";"0"
"В23";"В23";"FT_TEXT";"1325";"1045";"2405";"1138";"47";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7489";"-1";"0"
"В24";"В24";"FT_TEXT";"1325";"1138";"2404";"1229";"48";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7490";"-1";"0"
"В25";"В25";"FT_TEXT";"1325";"1229";"2405";"1324";"49";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7491";"-1";"0"
"В26";"В26";"FT_TEXT";"1324";"1349";"2404";"1443";"50";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7492";"-1";"0"
"В27";"В27";"FT_TEXT";"1324";"1443";"2404";"1536";"51";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7493";"-1";"0"
"В28";"В28";"FT_TEXT";"1324";"1536";"2404";"1628";"52";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7494";"-1";"0"
"В29";"В29";"FT_TEXT";"1324";"1628";"2404";"1720";"53";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7495";"-1";"0"
"В30";"В30";"FT_TEXT";"1324";"1720";"2404";"1814";"54";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7496";"-1";"0"
"В31";"В31";"FT_TEXT";"1323";"1847";"2403";"1942";"55";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7497";"-1";"0"
"В32";"В32";"FT_TEXT";"1323";"1942";"2403";"2034";"56";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7498";"-1";"0"
"В33";"В33";"FT_TEXT";"1323";"2034";"2403";"2126";"57";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7499";"-1";"0"
"В34";"В34";"FT_TEXT";"1323";"2126";"2403";"2218";"58";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7500";"-1";"0"
"В35";"В35";"FT_TEXT";"1323";"2218";"2403";"2312";"59";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7501";"-1";"0"
"В36";"В36";"FT_TEXT";"1324";"2336";"2404";"2431";"60";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7502";"-1";"0"
"В37";"В37";"FT_TEXT";"1324";"2431";"2404";"2523";"61";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7503";"-1";"0"
"В38";"В38";"FT_TEXT";"1324";"2523";"2404";"2614";"62";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7504";"-1";"0"
"В39";"В39";"FT_TEXT";"1324";"2614";"2404";"2706";"63";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7505";"-1";"0"
"В40";"В40";"FT_TEXT";"1324";"2706";"2404";"2801";"64";"0";"0-9,-";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7506";"-1";"0"
"Замена_задание_В07";"Замена_задание_В07";"FT_PREDEFINED";"1964";"3432";"1994";"3476";"65";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7507";"-1";"0"
"Замена_ответ_В07";"Замена_ответ_В07";"FT_PREDEFINED";"2007";"3426";"2038";"3476";"66";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7508";"-1";"0"
"Замена_задание_В08";"Замена_задание_В08";"FT_PREDEFINED";"2052";"3428";"2076";"3476";"67";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7509";"-1";"0"
"Замена_ответ_В08";"Замена_ответ_В08";"FT_PREDEFINED";"2085";"3428";"2114";"3474";"68";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7510";"-1";"0"
"Замена_задание_В09";"Замена_задание_В09";"FT_PREDEFINED";"2134";"3429";"2168";"3474";"69";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7511";"-1";"0"
"Замена_ответ_В09";"Замена_ответ_В09";"FT_PREDEFINED";"2177";"3427";"2206";"3472";"70";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7512";"-1";"0"
"Замена_задание_В10";"Замена_задание_В10";"FT_PREDEFINED";"2214";"3425";"2242";"3474";"71";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7513";"-1";"0"
"Замена_ответ_В10";"Замена_ответ_В10";"FT_PREDEFINED";"2251";"3421";"2280";"3466";"72";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7514";"-1";"0"
"";"";"FT_UNRECOGNIZED";"79";"2037";"1259";"2810";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_UNRECOGNIZED";"1285";"854";"2421";"2810";"-1";"-1";"";"";"";"-1";"-1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"Количество_замен";"Количество_замен";"FT_TEXT";"1163";"3307";"1225";"3395";"75";"0";"0-6X";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"0";"";"";"";"7522";"-1";"0"
"Подпись_отв";"Подпись_отв";"FT_CHECKMARK";"1494";"3322";"1942";"3370";"76";"0";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"VL_NONE";"";"-1";"";"";"";"7523";"-1";"0"
"QR_код";"QR_код";"FT_IMAGE";"68";"80";"474";"474";"77";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"";"7616";"-1";"0"
"Инфо";"Инфо";"FT_PREDEFINED";"222";"240";"272";"264";"78";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"7617";"-1";"0"
"";"";"FT_TEXTANCHOR";"868";"448";"2102";"514";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"800";"154";"1884";"218";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"962";"265";"1196";"297";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"567";"267";"714";"299";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"755";"267";"923";"301";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"394";"722";"2142";"758";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
"";"";"FT_TEXTANCHOR";"483";"786";"2006";"826";"-1";"1";"Русский\Служебные\Только цифры";"TT_HANDPRINT";"";"-1";"-1";"0";"";"";"";"";"1";"0";"1";"-1";"";"";"-1";"";"";"";"-1";"-1";"0"
