"FIELD_DBNAME";"FIELD_NAME";"FIELD_TYPE";"LEFT";"TOP";"RIGHT";"BOTTOM";"NUMBER";"USE_DEFAULTS";"LANGUAGE";"TEXT_TYPE";"MARKING_TYPE";"MARKING_BOX_NUMBER";"EXPORTED";"ONE_LINE_FIELD";"USER_PATTERN";"CASE_MODE";"IDENTIFY_VALUE";"ERROR_LEVEL";"STANDARD_PATTERN";"CLEAN_IMAGE";"ALLOW_SPACES";"LOCALY_ADJUST";"VERIFICATION_LEVEL";"VERIFICATION_FRAGMENT";"GROUP_VERIFICATION_MODE";"BARCODETYPE";"INPUT_MASK";"PREDEFINED_FIELD_TYPE";"BOX_ID";"PARENT_RADIOGROUP_BOX_ID";"CUSTOM_DATA"
"Время_выхода_часы_01";"Время_выхода_часы_01";"FT_TEXT";"1683";"659";"1810";"739";"9";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"69";"-1";"0"
"Время_выхода_минуты_01";"Время_выхода_минуты_01";"FT_TEXT";"1848";"660";"1975";"738";"10";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"71";"-1";"0"
"Время_выхода_01";"Время_выхода_01";"FT_PREDEFINED";"2012";"684";"2031";"723";"11";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"72";"-1";"0"
"Время_входа_часы_01";"Время_входа_часы_01";"FT_TEXT";"2046";"659";"2173";"739";"12";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"73";"-1";"0"
"Время_входа_минуты_01";"Время_входа_минуты_01";"FT_TEXT";"2213";"661";"2340";"739";"13";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"74";"-1";"0"
"Время_входа_01";"Время_входа_01";"FT_PREDEFINED";"2352";"679";"2371";"718";"14";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"75";"-1";"0"
"Бланк_регистрации_02";"Бланк_регистрации_02";"FT_TEXT";"864";"764";"1638";"846";"15";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"86";"-1";"0"
"Время_выхода_часы_02";"Время_выхода_часы_02";"FT_TEXT";"1681";"765";"1808";"845";"16";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"87";"-1";"0"
"Время_выхода_минуты_02";"Время_выхода_минуты_02";"FT_TEXT";"1846";"766";"1973";"844";"17";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"88";"-1";"0"
"Время_выхода_02";"Время_выхода_02";"FT_PREDEFINED";"2010";"790";"2029";"829";"18";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"89";"-1";"0"
"Время_входа_часы_02";"Время_входа_часы_02";"FT_TEXT";"2044";"765";"2171";"845";"19";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"90";"-1";"0"
"Время_входа_минуты_02";"Время_входа_минуты_02";"FT_TEXT";"2211";"767";"2338";"845";"20";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"91";"-1";"0"
"Время_входа_02";"Время_входа_02";"FT_PREDEFINED";"2350";"785";"2369";"824";"21";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"92";"-1";"0"
"Бланк_регистрации_03";"Бланк_регистрации_03";"FT_TEXT";"864";"870";"1638";"952";"22";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"94";"-1";"0"
"Время_выхода_часы_03";"Время_выхода_часы_03";"FT_TEXT";"1681";"871";"1808";"951";"23";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"95";"-1";"0"
"Время_выхода_минуты_03";"Время_выхода_минуты_03";"FT_TEXT";"1846";"872";"1973";"950";"24";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"96";"-1";"0"
"Время_выхода_03";"Время_выхода_03";"FT_PREDEFINED";"2010";"896";"2029";"935";"25";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"97";"-1";"0"
"Время_входа_часы_03";"Время_входа_часы_03";"FT_TEXT";"2044";"871";"2171";"951";"26";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"98";"-1";"0"
"Время_входа_минуты_03";"Время_входа_минуты_03";"FT_TEXT";"2211";"873";"2338";"951";"27";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"99";"-1";"0"
"Время_входа_03";"Время_входа_03";"FT_PREDEFINED";"2350";"891";"2369";"930";"28";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"100";"-1";"0"
"Бланк_регистрации_04";"Бланк_регистрации_04";"FT_TEXT";"866";"978";"1640";"1060";"29";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"102";"-1";"0"
"Время_выхода_часы_04";"Время_выхода_часы_04";"FT_TEXT";"1683";"979";"1810";"1059";"30";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"103";"-1";"0"
"Время_выхода_минуты_04";"Время_выхода_минуты_04";"FT_TEXT";"1848";"980";"1975";"1058";"31";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"104";"-1";"0"
"Время_выхода_04";"Время_выхода_04";"FT_PREDEFINED";"2012";"1004";"2031";"1043";"32";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"105";"-1";"0"
"Время_входа_часы_04";"Время_входа_часы_04";"FT_TEXT";"2046";"979";"2173";"1059";"33";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"106";"-1";"0"
"Время_входа_минуты_04";"Время_входа_минуты_04";"FT_TEXT";"2213";"981";"2340";"1059";"34";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"107";"-1";"0"
"Время_входа_04";"Время_входа_04";"FT_PREDEFINED";"2352";"999";"2371";"1038";"35";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"108";"-1";"0"
"Бланк_регистрации_05";"Бланк_регистрации_05";"FT_TEXT";"864";"1084";"1638";"1166";"36";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"110";"-1";"0"
"Время_выхода_часы_05";"Время_выхода_часы_05";"FT_TEXT";"1681";"1085";"1808";"1165";"37";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"111";"-1";"0"
"Время_выхода_минуты_05";"Время_выхода_минуты_05";"FT_TEXT";"1846";"1086";"1973";"1164";"38";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"112";"-1";"0"
"Время_выхода_05";"Время_выхода_05";"FT_PREDEFINED";"2010";"1110";"2029";"1149";"39";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"113";"-1";"0"
"Время_входа_часы_05";"Время_входа_часы_05";"FT_TEXT";"2044";"1085";"2171";"1165";"40";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"114";"-1";"0"
"Время_входа_минуты_05";"Время_входа_минуты_05";"FT_TEXT";"2211";"1087";"2338";"1165";"41";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"115";"-1";"0"
"Время_входа_05";"Время_входа_05";"FT_PREDEFINED";"2350";"1105";"2369";"1144";"42";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"116";"-1";"0"
"Бланк_регистрации_06";"Бланк_регистрации_06";"FT_TEXT";"866";"1190";"1640";"1272";"43";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"118";"-1";"0"
"Время_выхода_часы_06";"Время_выхода_часы_06";"FT_TEXT";"1683";"1191";"1810";"1271";"44";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"119";"-1";"0"
"Время_выхода_минуты_06";"Время_выхода_минуты_06";"FT_TEXT";"1848";"1192";"1975";"1270";"45";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"120";"-1";"0"
"Время_выхода_06";"Время_выхода_06";"FT_PREDEFINED";"2012";"1216";"2031";"1255";"46";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"121";"-1";"0"
"Время_входа_часы_06";"Время_входа_часы_06";"FT_TEXT";"2046";"1191";"2173";"1271";"47";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"122";"-1";"0"
"Время_входа_минуты_06";"Время_входа_минуты_06";"FT_TEXT";"2213";"1193";"2340";"1271";"48";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"123";"-1";"0"
"Время_входа_06";"Время_входа_06";"FT_PREDEFINED";"2352";"1211";"2371";"1250";"49";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"124";"-1";"0"
"Бланк_регистрации_07";"Бланк_регистрации_07";"FT_TEXT";"864";"1296";"1638";"1378";"50";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"126";"-1";"0"
"Время_выхода_часы_07";"Время_выхода_часы_07";"FT_TEXT";"1681";"1297";"1808";"1377";"51";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"127";"-1";"0"
"Время_выхода_минуты_07";"Время_выхода_минуты_07";"FT_TEXT";"1846";"1298";"1973";"1376";"52";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"128";"-1";"0"
"Время_выхода_07";"Время_выхода_07";"FT_PREDEFINED";"2010";"1322";"2029";"1361";"53";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"129";"-1";"0"
"Время_входа_часы_07";"Время_входа_часы_07";"FT_TEXT";"2044";"1297";"2171";"1377";"54";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"130";"-1";"0"
"Время_входа_минуты_07";"Время_входа_минуты_07";"FT_TEXT";"2211";"1299";"2338";"1377";"55";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"131";"-1";"0"
"Время_входа_07";"Время_входа_07";"FT_PREDEFINED";"2350";"1317";"2369";"1356";"56";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"132";"-1";"0"
"Бланк_регистрации_08";"Бланк_регистрации_08";"FT_TEXT";"868";"1402";"1642";"1484";"57";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"134";"-1";"0"
"Время_выхода_часы_08";"Время_выхода_часы_08";"FT_TEXT";"1685";"1403";"1812";"1483";"58";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"135";"-1";"0"
"Время_выхода_минуты_08";"Время_выхода_минуты_08";"FT_TEXT";"1850";"1404";"1977";"1482";"59";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"136";"-1";"0"
"Время_выхода_08";"Время_выхода_08";"FT_PREDEFINED";"2014";"1428";"2033";"1467";"60";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"137";"-1";"0"
"Время_входа_часы_08";"Время_входа_часы_08";"FT_TEXT";"2044";"1403";"2171";"1483";"61";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"138";"-1";"0"
"Время_входа_минуты_08";"Время_входа_минуты_08";"FT_TEXT";"2215";"1405";"2342";"1483";"62";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"139";"-1";"0"
"Время_входа_08";"Время_входа_08";"FT_PREDEFINED";"2354";"1423";"2373";"1462";"63";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"140";"-1";"0"
"Бланк_регистрации_09";"Бланк_регистрации_09";"FT_TEXT";"866";"1508";"1640";"1590";"64";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"142";"-1";"0"
"Время_выхода_часы_09";"Время_выхода_часы_09";"FT_TEXT";"1683";"1509";"1810";"1589";"65";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"143";"-1";"0"
"Время_выхода_минуты_09";"Время_выхода_минуты_09";"FT_TEXT";"1848";"1510";"1975";"1588";"66";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"144";"-1";"0"
"Время_выхода_09";"Время_выхода_09";"FT_PREDEFINED";"2012";"1534";"2031";"1573";"67";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"145";"-1";"0"
"Время_входа_часы_09";"Время_входа_часы_09";"FT_TEXT";"2042";"1509";"2169";"1589";"68";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"146";"-1";"0"
"Время_входа_минуты_09";"Время_входа_минуты_09";"FT_TEXT";"2213";"1511";"2340";"1589";"69";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"147";"-1";"0"
"Время_входа_09";"Время_входа_09";"FT_PREDEFINED";"2352";"1529";"2371";"1568";"70";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"148";"-1";"0"
"Бланк_регистрации_10";"Бланк_регистрации_10";"FT_TEXT";"868";"1612";"1642";"1698";"71";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"1";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"150";"-1";"0"
"Время_выхода_часы_10";"Время_выхода_часы_10";"FT_TEXT";"1685";"1613";"1812";"1693";"72";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"151";"-1";"0"
"Время_выхода_минуты_10";"Время_выхода_минуты_10";"FT_TEXT";"1850";"1614";"1977";"1692";"73";"0";"Русский\Число\Положительное целое (только цифры)";"TT_HANDPRINT";"MT_SIMPLEMONOSPACE";"0";"0";"1";"";"CM_AUTO";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WORD";"1";"";"";"";"152";"-1";"0"
"Время_выхода_10";"Время_выхода_10";"FT_PREDEFINED";"2014";"1638";"2033";"1677";"74";"-1";"";"";"";"-1";"1";"-1";"";"";"";"";"-1";"-1";"-1";"-1";"";"";"-1";"";"";"PFT_EMPTY";"153";"-1";"0"
