Регион;Код_ОУ;Код_ППЭ;Аудитория;Код_предмета;Название_предмета;Дата;Страница;Бланк_регистрации_01;Время_выхода_01;Время_входа_01;Бланк_регистрации_02;Время_выхода_02;Время_входа_02;Бланк_регистрации_03;Время_выхода_03;Время_входа_03;Бланк_регистрации_04;Время_выхода_04;Время_входа_04;Бланк_регистрации_05;Время_выхода_05;Время_входа_05;Бланк_регистрации_06;Время_выхода_06;Время_входа_06;Бланк_регистрации_07;Время_выхода_07;Время_входа_07;Бланк_регистрации_08;Время_выхода_08;Время_входа_08;Бланк_регистрации_09;Время_выхода_09;Время_входа_09;Бланк_регистрации_10;Время_выхода_10;Время_входа_10;Бланк_регистрации_11;Время_выхода_11;Время_входа_11;Бланк_регистрации_12;Время_выхода_12;Время_входа_12;Бланк_регистрации_13;Время_выхода_13;Время_входа_13;Бланк_регистрации_14;Время_выхода_14;Время_входа_14;Бланк_регистрации_15;Время_выхода_15;Время_входа_15;Бланк_регистрации_16;Время_выхода_16;Время_входа_16;Бланк_регистрации_17;Время_выхода_17;Время_входа_17;Бланк_регистрации_18;Время_выхода_18;Время_входа_18;Бланк_регистрации_19;Время_выхода_19;Время_входа_19;Бланк_регистрации_20;Время_выхода_20;Время_входа_20;Регистрационный код;Номер_изображения
38;777;8770;0250;01;Русский язык;10-04-2019;01;2930174918079;11:00;11:04;2930167494375;11:06;11:08;2930169020497;11:23;11:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31661582;1
