"FIELD_DBNAME";"FIELD_NAME";"FIELD_TYPE";"LEFT";"TOP";"RIGHT";"BOTTOM";"NUMBER";"USE_DEFAULTS";"LANGUAGE";"TEXT_TYPE";"MARKING_TYPE";"MARKING_BOX_NUMBER";"EXPORTED";"ONE_LINE_FIELD";"USER_PATTERN";"CASE_MODE";"IDENTIFY_VALUE";"ERROR_LEVEL";"STANDARD_PATTERN";"CLEAN_IMAGE";"ALLOW_SPACES";"LOCALY_ADJUST";"VERIFICATION_LEVEL";"VERIFICATION_FRAGMENT";"GROUP_VERIFICATION_MODE";"BARCODETYPE";"INPUT_MASK";"PREDEFINED_FIELD_TYPE";"BOX_ID";"PARENT_RADIOGROUP_BOX_ID";"CUSTOM_DATA"
"С_0206";"С_0206";"FT_TEXT";"1446";"1100";"1528";"1206";"35";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"225";"-1";"0"
"С_0207";"С_0207";"FT_TEXT";"1573";"1098";"1661";"1206";"36";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"226";"-1";"0"
"С_0208";"С_0208";"FT_TEXT";"1706";"1097";"1791";"1206";"37";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"227";"-1";"0"
"С_0209";"С_0209";"FT_TEXT";"1838";"1100";"1923";"1204";"38";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"228";"-1";"0"
"С_0210";"С_0210";"FT_TEXT";"1969";"1097";"2053";"1205";"39";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"229";"-1";"0"
"С_0211";"С_0211";"FT_TEXT";"2100";"1098";"2185";"1205";"40";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"8795";"-1";"0"
"С_0212";"С_0212";"FT_TEXT";"2231";"1099";"2317";"1206";"41";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"8796";"-1";"0"
"С_0213";"С_0213";"FT_TEXT";"2359";"1093";"2450";"1204";"42";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"233";"-1";"0"
"С_0214";"С_0214";"FT_TEXT";"2491";"1097";"2582";"1204";"43";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"234";"-1";"0"
"С_0215";"С_0215";"FT_TEXT";"2624";"1098";"2708";"1204";"44";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"235";"-1";"0"
"С_0216";"С_0216";"FT_TEXT";"2756";"1098";"2840";"1202";"45";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"236";"-1";"0"
"С_0217";"С_0217";"FT_TEXT";"2886";"1096";"2972";"1204";"46";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"237";"-1";"0"
"С_0218";"С_0218";"FT_TEXT";"3018";"1100";"3101";"1204";"47";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"238";"-1";"0"
"С_0219";"С_0219";"FT_TEXT";"3150";"1094";"3240";"1204";"48";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"239";"-1";"0"
"С_0220";"С_0220";"FT_TEXT";"3277";"1095";"3367";"1204";"49";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"240";"-1";"0"
"Номер_бланка_03";"Номер_бланка_03";"FT_TEXT";"248";"1213";"743";"1330";"50";"0";"Русский\Служебные\13_цифр";"TT_STR_NORMAL";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_MINIMAL";"1";"1";"0";"1";"VL_ERRORS_ONLY";"VF_WHOLLY";"0";"";"";"";"219";"-1";"0"
"С_0301";"С_0301";"FT_TEXT";"787";"1216";"874";"1323";"51";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"245";"-1";"0"
"С_0302";"С_0302";"FT_TEXT";"916";"1218";"1003";"1323";"52";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"246";"-1";"0"
"С_0303";"С_0303";"FT_TEXT";"1046";"1216";"1137";"1323";"53";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"247";"-1";"0"
"С_0304";"С_0304";"FT_TEXT";"1180";"1218";"1266";"1320";"54";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"248";"-1";"0"
"С_0305";"С_0305";"FT_TEXT";"1314";"1217";"1398";"1322";"55";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"249";"-1";"0"
"С_0306";"С_0306";"FT_TEXT";"1442";"1216";"1528";"1322";"56";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"250";"-1";"0"
"С_0307";"С_0307";"FT_TEXT";"1575";"1216";"1662";"1325";"57";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"251";"-1";"0"
"С_0308";"С_0308";"FT_TEXT";"1706";"1215";"1794";"1325";"58";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"252";"-1";"0"
"С_0309";"С_0309";"FT_TEXT";"1835";"1217";"1925";"1323";"59";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"253";"-1";"0"
"С_0310";"С_0310";"FT_TEXT";"1968";"1216";"2054";"1323";"60";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"254";"-1";"0"
"С_0311";"С_0311";"FT_TEXT";"2099";"1217";"2186";"1323";"61";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"8799";"-1";"0"
"С_0312";"С_0312";"FT_TEXT";"2232";"1215";"2317";"1323";"62";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"8800";"-1";"0"
"С_0313";"С_0313";"FT_TEXT";"2361";"1214";"2452";"1322";"63";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"257";"-1";"0"
"С_0314";"С_0314";"FT_TEXT";"2493";"1214";"2584";"1324";"64";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"258";"-1";"0"
"С_0315";"С_0315";"FT_TEXT";"2621";"1216";"2712";"1326";"65";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"259";"-1";"0"
"С_0316";"С_0316";"FT_TEXT";"2753";"1216";"2844";"1324";"66";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"260";"-1";"0"
"С_0317";"С_0317";"FT_TEXT";"2885";"1216";"2978";"1321";"67";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"261";"-1";"0"
"С_0318";"С_0318";"FT_TEXT";"3017";"1213";"3107";"1324";"68";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"262";"-1";"0"
"С_0319";"С_0319";"FT_TEXT";"3152";"1213";"3242";"1322";"69";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"263";"-1";"0"
"С_0320";"С_0320";"FT_TEXT";"3279";"1218";"3369";"1324";"70";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"264";"-1";"0"
"Номер_бланка_04";"Номер_бланка_04";"FT_TEXT";"248";"1332";"744";"1443";"71";"0";"Русский\Служебные\13_цифр";"TT_STR_NORMAL";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_MINIMAL";"1";"1";"0";"1";"VL_ERRORS_ONLY";"VF_WHOLLY";"0";"";"";"";"232";"-1";"0"
"С_0401";"С_0401";"FT_TEXT";"786";"1332";"873";"1440";"72";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"269";"-1";"0"
"С_0402";"С_0402";"FT_TEXT";"917";"1333";"1005";"1443";"73";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"270";"-1";"0"
"С_0403";"С_0403";"FT_TEXT";"1046";"1335";"1137";"1441";"74";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"271";"-1";"0"
"С_0404";"С_0404";"FT_TEXT";"1179";"1333";"1268";"1442";"75";"1";"Русский\Служебные\Оценка";"TT_HANDPRINT";"MT_SIMPLETEXT";"0";"1";"1";"";"CM_SMALL";"";"EL_STANDARD";"1";"1";"0";"1";"VL_ALL_CHARS";"VF_WHOLLY";"1";"";"";"";"272";"-1";"0"
